製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
CH1069  I,CH1069  I  03           SP/178,SZS000006741,製番手配入力,JUC000001937-01,2019/12/09,1,ﾋﾟｰｽ,0,0,B 9　　C 6,2019/11/18,5,CH1069  0000083,ｱﾆﾀ 3Pｿﾌｧ,CH1069  I  03           SP/178,,,1,製品,0011,ソファ,布,G,,SP/178,,1.40000,,BE,,BE,,1022,,,,CH1069,I,03,,,
CH1070  I,CH1070  I  03L          SP/183,SZS000000966,製番手配入力,JUC000000096-01,2019/12/02,1,ﾋﾟｰｽ,0,0,B 11/6入分　　C 11/29入予分,2019/11/05,5,CH1070  0000102,ﾉﾄｽ 3.5Pｿﾌｧ,CH1070  I  03L          SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH1070,I,03L,,,
CH1070  I,CH1070  I  03L          SP/183,SZS000001594,製番手配入力,JUC000000175-01,2019/12/06,1,ﾋﾟｰｽ,0,0,03LB:10/31ETD(11/13) 03LC:11/21ETD(12/6),2019/11/06,5,CH1070  0000102,ﾉﾄｽ 3.5Pｿﾌｧ,CH1070  I  03L          SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH1070,I,03L,,,
CH1070  I,CH1070  I  17           SP/183,SZS000001597,製番手配入力,JUC000000175-02,2019/12/06,1,ﾋﾟｰｽ,0,0,17:11/21ETD(12/6)　17C:10/31ETD(11/13),2019/11/06,5,CH1070  0000100,ﾉﾄｽ/ｱﾆﾀ ｽﾂｰﾙ,CH1070  I  17           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH1070,I,17,,,
CH1071  SN,CH1071  SN 03SET    DB  SN/01,SZS000004836,製番手配入力,JUC000001334-01,2019/12/04,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000085,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH1071,SN,03SET,,DB,
CH1071  SN,CH1071  SN 03SET    DB  SN/03,SZS000003140,製番手配入力,JUC000000614-01,2019/12/26,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000019,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH1071,SN,03SET,,DB,
CH1071  SN,CH1071  SN 03SET    DB  SP/126N        Z,SZS000004011,製番手配入力,JUC000001024-01,2019/12/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000087,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/126N        Z,,,1,製品,0011,ソファ,布,G,,SP/126N,,1.37000,,BR,,BE,,108,,I,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/178         Z,SZS000004006,製番手配入力,JUC000001022-01,2019/12/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000096,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/178         Z,,,1,製品,0011,ソファ,布,G,,SP/178,,1.40000,,BE,,BE,,1022,,,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/183         Z,SZS000005111,製番手配入力,JUC000001561-01,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000083,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/183         Z,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/191         Z,SZS000003753,製番手配入力,JUC000000906-01,2019/11/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000117,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/191         Z,,,1,製品,0011,ソファ,布,G,,SP/191,,1.40000,,BE,,BE,,104,,J,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/196         Z,SZS000004877,製番手配入力,JUC000001355-01,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000116,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/196         Z,,,1,製品,0011,ソファ,布,G,,SP/196,,1.40000,,BE,,BE,,1004,,J,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/197         Z,SZS000003761,製番手配入力,JUC000000909-01,2019/11/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000093,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/197         Z,,,1,製品,0011,ソファ,布,G,,SP/197,,1.40000,,BE,,BE,,1007,,J,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/198         Z,SZS000003897,製番手配入力,JUC000000986-01,2020/03/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000103,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/198         Z,,,1,製品,0011,ソファ,布,G,,SP/198,,1.40000,,BL,,BL,,1519,,J,,CH1071,SN,03SET,,DB,Z
CH1071  SN,CH1071  SN 03SET    DB  SP/207         Z,SZS000004016,製番手配入力,JUC000001025-01,2019/12/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH1071  0000088,ﾊﾟﾃｨｽﾄ 3Pｿﾌｧ ｾｯﾄ,CH1071  SN 03SET    DB  SP/207         Z,,,1,製品,0011,ソファ,布,G,,SP/207,,1.45000,,BE,,BE,,1004,,,,CH1071,SN,03SET,,DB,Z
CH232   IN,CH232   IN 03           SN/02,SZS000004405,製番手配入力,JUC000001164-01,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017057,ﾚｺﾙﾀ2 3Pｿﾌｧ,CH232   IN 03           SN/02,,,1,製品,0011,ソファ,布,G,,SN/02,,1.42000,,BL,,BL,,170,,,,CH232,IN,03,,,
CH232   IN,CH232   IN 03           SP/122N,SZS000003783,製番手配入力,JUC000000917-01,2020/02/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017216,ﾚｺﾙﾀ2 3Pｿﾌｧ,CH232   IN 03           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,03,,,
CH232   IN,CH232   IN 03           SP/122N,SZS000004438,製番手配入力,JUC000001173-01,2020/02/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017216,ﾚｺﾙﾀ2 3Pｿﾌｧ,CH232   IN 03           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,03,,,
CH232   IN,CH232   IN 03           SP/122N,SZS000007473,製番手配入力,JUC000002022-01,2020/01/14,1,ﾋﾟｰｽ,0,0,03:残8　C:11/21ETD(12/6),2019/11/20,5,CH232   0017216,ﾚｺﾙﾀ2 3Pｿﾌｧ,CH232   IN 03           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,03,,,
CH232   IN,CH232   IN 08           SN/02,SZS000004408,製番手配入力,JUC000001164-02,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017058,ﾚｺﾙﾀ2 2P片肘ｿﾌｧ,CH232   IN 08           SN/02,,,1,製品,0011,ソファ,布,G,,SN/02,,1.42000,,BL,,BL,,170,,,,CH232,IN,08,,,
CH232   IN,CH232   IN 08           SN/03,SZS000001413,製番手配入力,JUC000000159-01,2019/12/09,1,ﾋﾟｰｽ,0,0,08：残3　C：残8,2019/11/06,5,CH232   0017049,ﾚｺﾙﾀ2 2P片肘ｿﾌｧ,CH232   IN 08           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,08,,,
CH232   IN,CH232   IN 08           SN/03,SZS000003079,製番手配入力,JUC000000584-01,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017049,ﾚｺﾙﾀ2 2P片肘ｿﾌｧ,CH232   IN 08           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,08,,,
CH232   IN,CH232   IN 37           SN/02,SZS000004411,製番手配入力,JUC000001164-03,2020/01/07,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017051,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,CH232   IN 37           SN/02,,,1,製品,0011,ソファ,布,G,,SN/02,,1.42000,,BL,,BL,,170,,,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SN/03,SZS000001416,製番手配入力,JUC000000159-02,2019/12/09,1,ﾋﾟｰｽ,0,0,37：OK　C:残13,2019/11/06,5,CH232   0017059,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,CH232   IN 37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SN/03,SZS000003085,製番手配入力,JUC000000584-03,2019/12/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017059,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,CH232   IN 37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SN/03,SZS000004583,製番手配入力,JUC000001220-03,2020/01/09,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017059,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,CH232   IN 37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SP/122N,SZS000003786,製番手配入力,JUC000000917-02,2020/02/19,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0015775,ﾚｺﾙﾀ2 CUｶﾊﾞｰ,CH232   IN 37           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SP/122N,SZS000004441,製番手配入力,JUC000001173-02,2020/02/12,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0015775,ﾚｺﾙﾀ2 CUｶﾊﾞｰ,CH232   IN 37           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,37,,,
CH232   IN,CH232   IN 37           SP/122N,SZS000007476,製番手配入力,JUC000002022-02,2020/01/14,2,ﾋﾟｰｽ,0,0,37B:OK　37C:残20,2019/11/20,5,CH232   0017217,ﾚｺﾙﾀ2 ｸｯｼｮﾝ大,CH232   IN 37           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH232,IN,37,,,
CH232   IN,CH232   IN 50           SN/03,SZS000003082,製番手配入力,JUC000000584-02,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0017063,ﾚｺﾙﾀ2 ｶｳﾁ,CH232   IN 50           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH232,IN,50,,,
CH232   NN,CH232   NN 37           SN/02,SZS000005127,製番手配入力,JUC000001567-03,2019/11/27,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH232   0016798,ﾚｺﾙﾀ ｸｯｼｮﾝ大,CH232   NN 37           SN/02,,,1,製品,0011,ソファ,布,G,,SN/02,,1.42000,,BL,,BL,,170,,,,CH232,NN,37,,,
CH271   I,CH271   I  03       DB  SN/01,SZS000004444,製番手配入力,JUC000001175-01,2019/12/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001275,ﾏﾁﾙﾀﾞ 3Pｿﾌｧ,CH271   I  03       DB  SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,I,03,,DB,
CH271   I,CH271   I  03       DB  SP/180,SZS000003117,製番手配入力,JUC000000598-01,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000978,ﾏﾁﾙﾀﾞ 3Pｿﾌｧ,CH271   I  03       DB  SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,03,,DB,
CH271   I,CH271   I  03       DB  SP/183,SZS000005315,製番手配入力,JUC000001632-01,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000898,ﾏﾁﾙﾀﾞ 3Pｿﾌｧ,CH271   I  03       DB  SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,03,,DB,
CH271   I,CH271   I  08       DB  SP/183,SZS000001979,製番手配入力,JUC000000260-01,2020/02/12,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000907,ﾏﾁﾙﾀﾞ 2P片肘ｿﾌｧ,CH271   I  08       DB  SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,08,,DB,
CH271   I,CH271   I  08       DB  SP/183,SZS000003264,製番手配入力,JUC000000666-01,2019/12/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000907,ﾏﾁﾙﾀﾞ 2P片肘ｿﾌｧ,CH271   I  08       DB  SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,08,,DB,
CH271   I,CH271   I  35           SP/180,SZS000005732,製番手配入力,JUC000001768-04,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000987,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,35,,,
CH271   I,CH271   I  35           SP/180,SZS000005779,製番手配入力,JUC000001781-04,2019/12/18,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000987,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,35,,,
CH271   I,CH271   I  35           SP/180,SZS000005993,製番手配入力,JUC000001815-03,2019/12/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000987,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,35,,,
CH271   I,CH271   I  35           SP/182,SZS000004589,製番手配入力,JUC000001225-02,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000959,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/182,,,1,製品,0011,ソファ,布,G,,SP/182,,1.48000,,BR,,BE,,108,,J,,CH271,I,35,,,
CH271   I,CH271   I  35           SP/183,SZS000007559,製番手配入力,JUC000002036-01,2019/12/06,1,ﾋﾟｰｽ,1,1,35B:11/15入荷 35C:11/21ETC(12/6),2019/11/20,5,CH271   0000940,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,35,,,
CH271   I,CH271   I  35           SP/184,SZS000004586,製番手配入力,JUC000001225-01,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000927,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ小,CH271   I  35           SP/184,,,1,製品,0011,ソファ,布,G,,SP/184,,1.48000,,BE,,BE,,104,,J,,CH271,I,35,,,
CH271   I,CH271   I  37           SN/01,SZS000000867,製番手配入力,JUC000000024-03,2020/02/14,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0001155,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/01,SZS000001173,製番手配入力,JUC000000129-02,2019/12/19,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0001155,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/01,SZS000003178,製番手配入力,JUC000000641-03,2020/02/17,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001155,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/01,SZS000004447,製番手配入力,JUC000001175-02,2019/12/20,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001155,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/01,,,1,製品,0011,ソファ,布,G,,SN/01,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000000810,製番手配入力,JUC000000018-03,2019/12/10,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000168,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大ｶﾊﾞｰ,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000000837,製番手配入力,JUC000000021-03,2019/12/19,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000168,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大ｶﾊﾞｰ,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000004284,製番手配入力,JUC000001132-02,2019/12/20,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001190,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000004453,製番手配入力,JUC000001176-02,2019/12/11,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0001190,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000006843,製番手配入力,JUC000001947-04,2019/11/29,2,ﾋﾟｰｽ,0,0,37C:12,2019/11/18,5,CH271   0001190,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000007342,製番手配入力,JUC000002008-02,2019/12/26,1,ﾋﾟｰｽ,0,0,37：OK　C：残10,2019/11/20,5,CH271   0000168,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大ｶﾊﾞｰ,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SN/03,SZS000007357,製番手配入力,JUC000002010-03,2019/12/26,2,ﾋﾟｰｽ,0,0,37：OK　C：残10,2019/11/20,5,CH271   0001190,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SN/03,,,1,製品,0011,ソファ,布,G,,SN/03,,1.42000,,BE,,BE,,104,,,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/122N,SZS000000858,製番手配入力,JUC000000023-04,2019/12/26,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000943,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/122N,SZS000004612,製番手配入力,JUC000001250-04,2020/01/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000943,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/122N,,,1,製品,0011,ソファ,布,G,,SP/122N,,1.40000,,BE,,BE,,1000,,I,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000000876,製番手配入力,JUC000000025-03,2020/03/12,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000001214,製番手配入力,JUC000000133-03,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000001242,製番手配入力,JUC000000137-03,2020/03/12,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000002796,製番手配入力,JUC000000500-03,2020/02/05,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000003120,製番手配入力,JUC000000598-02,2019/11/29,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000003894,製番手配入力,JUC000000983-03,2020/03/14,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000005776,製番手配入力,JUC000001781-03,2019/12/18,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000005797,製番手配入力,JUC000001785-02,2019/12/18,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000006779,製番手配入力,JUC000001943-03,2019/12/11,2,ﾋﾟｰｽ,0,0,37B:OK　37C:残18,2019/11/18,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/180,SZS000007460,製番手配入力,JUC000002020-03,2019/12/18,2,ﾋﾟｰｽ,0,0,C:10/17ETD,2019/11/20,5,CH271   0000903,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/180,,,1,製品,0011,ソファ,布,G,,SP/180,,1.48000,,BE,,BE,,1000,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/181,SZS000000831,製番手配入力,JUC000000020-03,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000172,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大ｶﾊﾞｰ,CH271   I  37           SP/181,,,1,製品,0011,ソファ,布,G,,SP/181,,1.48000,,BE,,BE,,1004,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/181,SZS000005301,製番手配入力,JUC000001626-03,2019/12/17,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,CH271   0000905,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/181,,,1,製品,0011,ソファ,布,G,,SP/181,,1.48000,,BE,,BE,,1004,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/181,SZS000006584,製番手配入力,JUC000001923-03,2020/01/06,2,ﾋﾟｰｽ,0,0,37B:OK 37C:11/21ETD(12/6入),2019/11/18,5,CH271   0000172,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大ｶﾊﾞｰ,CH271   I  37           SP/181,,,1,製品,0011,ソファ,布,G,,SP/181,,1.48000,,BE,,BE,,1004,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/182,SZS000001182,製番手配入力,JUC000000130-02,2019/12/19,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,CH271   0000950,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/182,,,1,製品,0011,ソファ,布,G,,SP/182,,1.48000,,BR,,BE,,108,,J,,CH271,I,37,,,
CH271   I,CH271   I  37           SP/183,SZS000000804,製番手配入力,JUC000000017-03,2019/12/04,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,CH271   0000899,ﾏﾁﾙﾀﾞ ｸｯｼｮﾝ大,CH271   I  37           SP/183,,,1,製品,0011,ソファ,布,G,,SP/183,,1.48000,,BL,,BL,,1017,,J,,CH271,I,37,,,
